                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     181                                      850                  1.7500000000000000E+000                  2.9999999999999999E-002                  2.0439569908485174E+007                  1.7528756875291816E+006                  7.7014711320656897E+003                  8.5224018853450900E+000                  1.6397845197857412E+000                 -2.5063088842376149E+000                  6.6666365968802277E-001                  6.9703031466588893E-006                  3.0248360210530528E-001                  3.9639303516897275E-005                  7.5667388412675573E-003                  1.3996020379044906E-002                  3.1275366358125408E-003                  1.7500000000000000E+000                  0.0000000000000000E+000                  1.1715456340488375E+000                  8.4126007801870533E-005                  5.2553410570654935E-001                  7.0223272562823765E-003                  5.0259403574266070E-003                  2.4611970208634319E-002                  5.4731891126719497E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5886133407523965E+004                  5.1606952441294054E+006                  2.0534117301007082E+009                  8.4659979423591381E+000                  8.4659979423591381E+000                  8.1885974146533681E-040                  3.8025614378694084E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.4502377134401175E+014                               "r23.05.1"                               "gfortran"                                 "13.1.0"                  "aarch64-macos-23.10.1"                                 "CRMATH"                               "20231217"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.7500000000000000E+000                  2.1478678218402175E-001                  3.8881210885595947E+000                 -7.8556456865409583E+000                  3.8307367916332713E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  1.8734131975448924E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.7499999999982501E+000                  2.1478097258109066E-001                  3.8917417724016126E+000                 -7.8331906065055765E+000                  3.8573024972796173E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  1.9728370864932048E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.7499999999960625E+000                  2.1477407621285963E-001                  3.8962037093608153E+000                 -7.8106208464469402E+000                  3.8850326609025503E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.0780865517833377E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.7499999999938751E+000                  2.1476752878309868E-001                  3.9011863680362739E+000                 -7.7904376958522965E+000                  3.9110995194436455E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.1769537877809557E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.7499999999916873E+000                  2.1476127839629675E-001                  3.9053994291614140E+000                 -7.7769458785742520E+000                  3.9296727314991444E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.2456531656029040E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.7499999999905937E+000                  2.1475824870065829E-001                  3.9083863643049264E+000                 -7.7686496364609070E+000                  3.9416281000708242E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.2889692258891050E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.7499999999895002E+000                  2.1475527626979041E-001                  3.9131756473269399E+000                 -7.7572829590307082E+000                  3.9589663078104804E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.3496764202076092E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.7499999999873126E+000                  2.1474948480758393E-001                  3.9206143741124158E+000                 -7.7447617815386929E+000                  3.9810582077931329E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4184150128053864E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.7499999999851252E+000                  2.1474385771349597E-001                  3.9294342024024598E+000                 -7.7355920012085404E+000                  4.0020815791087445E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4700275227033013E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.7499999999829376E+000                  2.1473834797353838E-001                  3.9374886386302124E+000                 -7.7318466994067068E+000                  4.0172078301571439E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4914236382841463E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.7499999999818441E+000                  2.1473561668132907E-001                  3.9434569053695978E+000                 -7.7308522786131535E+000                  4.0270072613400831E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4971356275713133E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.7499999999807505E+000                  2.1473289158455353E-001                  3.9489371881673891E+000                 -7.7314523497038454E+000                  4.0348098284100509E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4936872322689245E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.7499999999800668E+000                  2.1473118601802518E-001                  3.9535034326612171E+000                 -7.7327914783531266E+000                  4.0407179324823765E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4860088984331342E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.7499999999793834E+000                  2.1472947516415111E-001                  3.9609679038562997E+000                 -7.7364456470917142E+000                  4.0494322045437148E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4651765964895452E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.7499999999780160E+000                  2.1472602448305936E-001                  3.9729052440226327E+000                 -7.7463906052908129E+000                  4.0607860895989054E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.4093605647235327E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.7499999999766489E+000                  2.1472249378763811E-001                  3.9826943440782214E+000                 -7.7570380005915602E+000                  4.0691111259234765E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.3510022676362788E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.7499999999759654E+000                  2.1472068459145002E-001                  3.9890849862000715E+000                 -7.7647303019235725E+000                  4.0745738844515005E+000                  6.6999999968972856E-001                  3.0000000031027163E-001                  2.9999999999999805E-002                  2.3097223585885690E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
