                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                       1                                      677                  1.7500000000000000E+000                  2.9999999999999999E-002                  1.0000000000000001E-005                  1.0000000000000001E-005                  4.8572361319447800E+003                  6.6750218766184375E+000                  3.6483884619429192E+000                 -5.4104269773249625E+000                  6.7000000000000015E-001                  3.1926037769077104E-005                  2.9996807396223096E-001                  5.1703250411792336E-003                  1.5155141114004047E-003                  1.4070791467724270E-002                  3.1275366358125443E-003                  1.7500000000000000E+000                  0.0000000000000000E+000                  1.1725000000000003E+000                  5.5870566095884889E-005                  5.2494412943390456E-001                  9.0480688220636631E-003                  2.6521496949507067E-003                  2.4623885068517492E-002                  5.4731891126719549E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2721728757946454E+004                  2.9614420492981472E+006                  2.6217142540460844E+009                  2.2216741343310842E-006                  2.2216741343310851E-006                  0.0000000000000000E+000                  8.8887275760219798E-008                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1557600000000002E+002                               "r23.05.1"                               "gfortran"                                 "13.1.0"                  "aarch64-macos-23.10.1"                                 "CRMATH"                               "20231217"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.7500000000000000E+000                  5.6210107359727579E-001                  3.6864115732948890E+000                 -7.2016502624369680E+000                  4.2745724033485262E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.4477101277404318E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.7499999999982501E+000                  5.6210095659356962E-001                  3.6864618829253475E+000                 -7.2012985469747823E+000                  4.2749745229958513E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.4545559547611523E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.7499999999960625E+000                  5.6210081045720517E-001                  3.6865178092763506E+000                 -7.2009082147945440E+000                  4.2754208869567130E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.4621599174443884E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.7499999999938751E+000                  5.6210066445197393E-001                  3.6866017356318506E+000                 -7.2003236120873462E+000                  4.2760895747819383E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.4735612103226731E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.7499999999895000E+000                  5.6210037283388448E-001                  3.6867697406231934E+000                 -7.1991576385719709E+000                  4.2774238731572529E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.4963466632274218E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.7499999999807498E+000                  5.6209979115969411E-001                  3.6871624334717787E+000                 -7.1964535598812551E+000                  4.2805214023330578E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.5494258913248410E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.7499999999588751E+000                  5.6209834599027397E-001                  3.6877261127902035E+000                 -7.1926312313483871E+000                  4.2849085261726110E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.6250218128778756E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.7499999999370002E+000                  5.6209691347008384E-001                  3.6885751543123781E+000                 -7.1869832244463856E+000                  4.2914073045441548E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.7379504571933382E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.7499999998932501E+000                  5.6209408540675232E-001                  3.6902874261054635E+000                 -7.1759859343176480E+000                  4.3041205250702346E+000                  6.7000000000000015E-001                  3.0000000000000004E-001                  2.9999999999999805E-002                  8.9620953322457759E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
